OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor
336,2015,NonResidential,Large Office,7,DOWNTOWN,47.61596574,-122.33609553,1.0,36.0,824887,Office,38400928.0,267.71,0.12,6,2,0.81213,0.18787,824887.0,22913.528
337,2015,NonResidential,Large Office,7,DOWNTOWN,47.61577337,-122.33379691,1.0,16.0,480840,Office,17653930.0,128.87,0.11,25,5,0.70552,0.29448,480840.0,30052.5
338,2015,NonResidential,Other,7,DOWNTOWN,47.61598206,-122.33448029,1.0,11.0,299070,Other,61827040.0,1894.2,5.9,11,1,0.77118,0.22882,299070.0,27188.182
339,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60260831,-122.33300887,1.0,7.0,89550,Office,4112006.0,50.6,0.38,115,3,1.0,0.0,89550.0,12792.857
340,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60188691,-122.33410075,1.0,6.0,89355,Office,4742636.0,37.14,0.19,115,2,1.0,0.0,89355.0,14892.5
341,2015,NonResidential,Large Office,7,DOWNTOWN,47.60349737,-122.33226722,1.0,15.0,388934,Office,20309614.0,208.81,0.32,93,1,1.0,0.0,388934.0,25928.933
342,2015,NonResidential,Large Office,7,DOWNTOWN,47.60402644,-122.33430506,1.0,22.0,384302,Office,9861998.0,68.75,0.07,86,3,1.0,0.0,384302.0,17468.273
343,2015,NonResidential,Large Office,7,DOWNTOWN,47.60390362,-122.33424932,1.0,17.0,378525,Office,25476332.0,862.64,2.1,57,3,0.7765,0.2235,378525.0,22266.176
345,2015,NonResidential,Large Office,7,DOWNTOWN,47.60523404,-122.33465706,1.0,47.0,1323055,Office,45074876.0,321.72,0.1,32,3,1.0,0.0,1323055.0,28150.106
346,2015,NonResidential,Large Office,7,DOWNTOWN,47.60533104,-122.33503955,1.0,41.0,589921,Office,26208138.0,182.71,0.12,29,3,0.78059,0.21941,589921.0,14388.317
347,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60537505,-122.3356282,1.0,6.0,91091,Office,2373031.0,58.99,0.56,65,2,0.98472,0.01528,91091.0,15181.833
348,2015,NonResidential,Large Office,7,DOWNTOWN,47.60571018,-122.33639455,1.0,8.0,157941,Office,3157579.0,22.01,0.05,47,2,0.60116,0.39884,157941.0,19742.625
349,2015,NonResidential,Large Office,7,DOWNTOWN,47.60611343,-122.33672333,1.0,29.0,635303,Office,18350766.0,139.34,0.1,24,3,0.68955,0.31045,635303.0,21907.0
350,2015,NonResidential,Large Office,7,DOWNTOWN,47.60601562,-122.33569636,1.0,6.0,172842,Office,41092076.0,358.88,1.09,57,3,0.85004,0.14996,172842.0,28807.0
351,2015,NonResidential,Large Office,7,DOWNTOWN,47.60619421,-122.33526667,1.0,34.0,776762,Office,30135280.0,216.66,0.11,35,2,0.79066,0.20934,776762.0,22845.941
352,2015,NonResidential,Large Office,7,DOWNTOWN,47.60668182,-122.33452606,1.0,14.0,186768,Office,9700372.0,218.49,1.0,43,3,0.8727,0.1273,186768.0,13340.571
353,2015,NonResidential,Large Office,7,DOWNTOWN,47.60633748,-122.33369209,1.0,49.0,1123435,Office,47148456.0,704.76,0.48,46,5,0.67156,0.32844,1123435.0,22927.245
354,2015,NonResidential,Large Office,7,DOWNTOWN,47.60566548,-122.33261347,1.0,37.0,1052469,Office,41655852.0,290.4,0.11,13,11,0.84378,0.15622,1052469.0,28445.108
355,2015,NonResidential,Large Office,7,DOWNTOWN,47.60605613,-122.33178821,1.0,42.0,617684,No information,37527176.0,449.01,0.48,42,1,0.72235,0.27765,617684.0,14706.762
356,2015,NonResidential,Large Office,7,DOWNTOWN,47.60504384,-122.33274356,1.0,8.0,201480,Office,9734582.0,180.89,0.72,108,3,1.0,0.0,201480.0,25185.0
357,2015,Nonresidential COS,Large Office,3,DOWNTOWN,47.60491077,-122.32891587,1.0,63.0,1195387,Office,64715652.0,452.16,0.15,25,3,0.86649,0.13351,1195387.0,18974.397
358,2015,Nonresidential COS,Large Office,3,DOWNTOWN,47.60403674,-122.32877322,1.0,14.0,310490,Office,21781324.0,381.89,1.0,14,3,1.0,0.0,310490.0,22177.857
359,2015,Nonresidential COS,Large Office,7,DOWNTOWN,47.60363382,-122.32999251,1.0,8.0,199530,Office,13172813.0,300.3,1.32,12,4,0.84634,0.15366,199530.0,24941.25
360,2015,NonResidential,Large Office,7,DOWNTOWN,47.60213517,-122.32847035,1.0,13.0,372242,Office,15083332.0,234.15,0.49,9,1,0.85842,0.14158,372242.0,28634.0
361,2015,NonResidential,Large Office,7,DOWNTOWN,47.60185187,-122.32859693,1.0,7.0,114395,Office,3098638.0,69.18,0.53,106,1,0.92748,0.07252,114395.0,16342.143
363,2015,NonResidential,Retail Store,4,NORTHEAST,47.6605111,-122.3128304,1.0,2.0,89200,Retail Store,6289567.0,73.39,0.55,37,1,1.0,0.0,89200.0,44600.0
366,2015,NonResidential,Small- and Mid-Sized Office,4,NORTHEAST,47.66095645,-122.3162654,1.0,5.0,99005,No information,5814165.0,177.92,1.67,54,1,1.0,0.0,99005.0,19801.0
367,2015,NonResidential,Large Office,4,NORTHEAST,47.66044059,-122.3169435,1.0,6.0,135051,Office,4025787.0,28.07,0.08,13,2,0.67236,0.32764,135051.0,22508.5
368,2015,NonResidential,Large Office,4,NORTHEAST,47.66053047,-122.3174071,1.0,5.0,220649,Office,6299357.0,43.92,0.08,13,2,0.62511,0.37489,220649.0,44129.8
369,2015,NonResidential,"Self-Storage Facility
",7,DOWNTOWN,47.61564776,-122.33229386,1.0,5.0,93660,Self-Storage Facility,836348.0,5.83,0.02,51,1,1.0,0.0,93660.0,18732.0
370,2015,NonResidential,Large Office,7,DOWNTOWN,47.61647081,-122.330698,1.0,18.0,413715,Office,23179128.0,166.68,0.16,35,2,0.84371,0.15629,413715.0,22984.167
371,2015,NonResidential,Large Office,7,DOWNTOWN,47.61788951,-122.33127667,1.0,11.0,381381,Office,9796649.0,73.67,0.08,15,2,0.48707,0.51293,381381.0,34671.0
372,2015,NonResidential,Large Office,7,DOWNTOWN,47.6166018,-122.32990312,1.0,20.0,497513,Office,25909504.0,189.56,0.16,27,2,0.76132,0.23868,497513.0,24875.65
373,2015,NonResidential,Large Office,7,DOWNTOWN,47.61420011,-122.34223589,1.0,24.0,543876,Office,25840362.0,180.14,0.13,36,2,0.78539,0.21461,543876.0,22661.5
374,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.61799869,-122.35459499,1.0,4.0,104197,Laboratory,7004126.0,76.13,0.47,35,3,0.62859,0.37141,104197.0,26049.25
375,2015,NonResidential,Large Office,7,DOWNTOWN,47.61836011,-122.35263651,1.0,6.0,396626,Office,20630168.0,143.82,0.14,33,2,0.68682,0.31318,396626.0,66104.333
376,2015,NonResidential,Large Office,7,DOWNTOWN,47.61605453,-122.34371185,1.0,6.0,287471,No information,13010612.0,129.21,0.27,13,1,0.70922,0.29078,287471.0,47911.833
377,2015,NonResidential,Large Office,7,DOWNTOWN,47.61778529,-122.34439698,1.0,3.0,192630,Office,5240296.0,36.83,0.07,68,2,0.74816,0.25184,192630.0,64210.0
379,2015,NonResidential,Large Office,7,DOWNTOWN,47.61797602,-122.35649532,1.0,8.0,253103,Office,22388122.0,156.08,0.24,31,4,0.7551,0.2449,253103.0,31637.875
381,2015,NonResidential,Supermarket/Grocery Store,6,NORTHWEST,47.70184827,-122.36437781,1.0,1.0,60880,Supermarket/Grocery Store,13320624.0,328.38,4.81,59,1,1.0,0.0,60880.0,60880.0
382,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60227966,-122.33202362,1.0,5.0,50176,Office,3033340.0,21.15,0.16,115,3,1.0,0.0,50176.0,10035.2
383,2015,NonResidential,Large Office,7,DOWNTOWN,47.60188155,-122.33206429,1.0,42.0,304346,Office,19609472.0,597.76,1.82,103,4,1.0,0.0,304346.0,7246.333
384,2015,NonResidential,Non-Refrigerated Warehouse,2,GREATER DUWAMISH,47.54032619,-122.33015747,1.0,1.0,128800,Non-Refrigerated Warehouse,1869575.0,82.43,0.63,38,2,1.0,0.0,128800.0,128800.0
385,2015,NonResidential,Large Office,7,DOWNTOWN,47.60831575,-122.33544853,1.0,8.0,321945,Office,12745839.0,266.18,0.69,88,3,1.0,0.0,321945.0,40243.125
386,2015,NonResidential,Large Office,7,DOWNTOWN,47.60831575,-122.33544853,1.0,22.0,336330,Office,19854012.0,579.99,1.55,51,3,1.0,0.0,336330.0,15287.727
387,2015,NonResidential,Large Office,7,DOWNTOWN,47.60831575,-122.33544853,1.0,21.0,298426,Office,30648154.0,1088.2,3.38,55,3,1.0,0.0,298426.0,14210.762
388,2015,NonResidential,Large Office,7,DOWNTOWN,47.60816177,-122.33434527,1.0,42.0,635824,Office,56762408.0,395.71,0.24,39,5,1.0,0.0,635824.0,15138.667
389,2015,NonResidential,Hotel,7,DOWNTOWN,47.60816177,-122.33434527,1.0,12.0,542305,Hotel,64547116.0,2937.83,5.2,92,3,1.0,0.0,542305.0,45192.083
390,2015,NonResidential,Retail Store,2,SOUTHEAST,47.57965631,-122.29880174,1.0,2.0,291940,No information,11541355.0,147.77,0.36,35,1,1.0,0.0,291940.0,145970.0
391,2015,NonResidential,Mixed Use Property,2,GREATER DUWAMISH,47.52726155,-122.29392927,1.0,1.0,88400,Non-Refrigerated Warehouse,6471427.0,144.17,1.42,45,3,1.0,0.0,88400.0,88400.0
392,2015,NonResidential,Non-Refrigerated Warehouse,5,NORTHWEST,47.72957286,-122.34642876,1.0,1.0,52311,Non-Refrigerated Warehouse,1113488.0,55.69,1.06,55,1,1.0,0.0,52311.0,52311.0
393,2015,NonResidential,Other,7,LAKE UNION,47.62320708,-122.32984117,1.0,5.0,141131,Parking,2904225.0,20.25,0.05,6,2,0.50606,0.49394,141131.0,28226.2
394,2015,NonResidential,Large Office,7,LAKE UNION,47.62347121,-122.32929694,1.0,5.0,176532,Office,6743116.0,47.01,0.1,14,2,0.60309,0.39691,176532.0,35306.4
395,2015,NonResidential,Non-Refrigerated Warehouse,6,BALLARD,47.65748867,-122.36767478,1.0,1.0,52500,Non-Refrigerated Warehouse,3415305.0,63.32,1.0,42,2,1.0,0.0,52500.0,52500.0
396,2015,NonResidential,Non-Refrigerated Warehouse,6,BALLARD,47.66611816,-122.38549485,1.0,2.0,57300,Non-Refrigerated Warehouse,4547379.0,153.73,2.54,56,2,1.0,0.0,57300.0,28650.0
398,2015,NonResidential,Large Office,7,DOWNTOWN,47.61464888,-122.3535755,1.0,6.0,350310,Office,18586464.0,113.5,0.12,99,3,1.0,0.0,350310.0,58385.0
399,2015,NonResidential,Large Office,7,DOWNTOWN,47.60722258,-122.3361529,1.0,55.0,1400000,Office,51625548.0,569.61,0.26,27,4,0.79643,0.20357,1400000.0,25454.545
400,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60679898,-122.3371001,1.0,6.0,98370,Office,6525887.0,47.24,0.2,109,1,0.73651,0.26349,98370.0,16395.0
401,2015,NonResidential,Hotel,7,DOWNTOWN,47.60972214,-122.33361053,1.0,21.0,305548,Hotel,32135246.0,1391.7,4.35,85,1,1.0,0.0,305548.0,14549.905
402,2015,NonResidential,Large Office,7,DOWNTOWN,47.61047982,-122.3345417,1.0,46.0,1536606,Office,55813996.0,530.7,0.2,26,6,0.6664,0.3336,1536606.0,33404.478
403,2015,NonResidential,Large Office,7,DOWNTOWN,47.61002482,-122.3345291,1.0,10.0,135918,Office,6474724.0,191.83,1.27,57,1,1.0,0.0,135918.0,13591.8
404,2015,NonResidential,Retail Store,7,DOWNTOWN,47.61144362,-122.3362264,1.0,4.0,79957,Retail Store,5680701.0,39.6,0.19,101,2,1.0,0.0,79957.0,19989.25
405,2015,NonResidential,Large Office,7,DOWNTOWN,47.61151197,-122.3352453,1.0,4.0,127268,Office,7758182.0,138.28,0.88,94,3,1.0,0.0,127268.0,31817.0
406,2015,NonResidential,Large Office,7,DOWNTOWN,47.61123657,-122.33499146,1.0,29.0,500000,Office,19150024.0,133.5,0.1,32,2,1.0,0.0,500000.0,17241.379
408,2015,NonResidential,Large Office,7,DOWNTOWN,47.6101265,-122.33613586,1.0,10.0,132326,Office,6664740.0,72.46,0.34,89,3,1.0,0.0,132326.0,13232.6
409,2015,NonResidential,Large Office,7,DOWNTOWN,47.61030844,-122.3356898,1.0,6.0,109830,Office,7456330.0,51.98,0.18,31,3,0.87981,0.12019,109830.0,18305.0
410,2015,NonResidential,Hotel,7,DOWNTOWN,47.60984368,-122.335888,1.0,19.0,332067,Hotel,35383012.0,1231.19,3.45,42,1,0.82148,0.17852,332067.0,17477.211
411,2015,NonResidential,Large Office,7,DOWNTOWN,47.60985565,-122.33682251,1.0,10.0,130513,Office,11040500.0,266.78,1.81,105,3,1.0,0.0,130513.0,13051.3
412,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60950851,-122.33650208,1.0,8.0,60660,Office,2876857.0,20.06,0.13,95,2,1.0,0.0,60660.0,7582.5
413,2015,NonResidential,Large Office,7,DOWNTOWN,47.60919189,-122.33681488,1.0,14.0,137350,Office,6578370.0,212.06,1.41,86,1,1.0,0.0,137350.0,9810.714
414,2015,NonResidential,Large Office,7,DOWNTOWN,47.60930252,-122.33631134,1.0,15.0,151039,No information,7226188.0,262.31,1.62,86,1,1.0,0.0,151039.0,10069.267
415,2015,NonResidential,Large Office,7,DOWNTOWN,47.61046458,-122.3376779,1.0,30.0,755000,Office,59124384.0,1241.23,1.41,30,5,0.82164,0.17836,755000.0,25166.667
416,2015,NonResidential,Small- and Mid-Sized Office,7,DOWNTOWN,47.60978885,-122.3388932,1.0,4.0,63540,Office,3999310.0,72.9,0.94,109,1,1.0,0.0,63540.0,15885.0
417,2015,NonResidential,Large Office,7,DOWNTOWN,47.60982895,-122.33834076,1.0,10.0,130893,Office,7524880.0,52.46,0.15,88,3,1.0,0.0,130893.0,13089.3
418,2015,NonResidential,Mixed Use Property,7,DOWNTOWN,47.60831726,-122.3390881,1.0,5.0,79920,Office,2921368.0,20.37,0.1,105,3,1.0,0.0,79920.0,15984.0
419,2015,Campus,Mixed Use Property,7,DOWNTOWN,47.60876917,-122.3411538,1.0,4.0,137400,Retail Store,13883385.0,96.79,0.27,107,9,1.0,0.0,137400.0,34350.0
420,2015,NonResidential,Other,7,DOWNTOWN,47.61178469,-122.3346004,1.0,6.0,147852,Parking,8204897.0,168.09,0.97,19,4,0.41544,0.58456,147852.0,24642.0
